file,part,#,endnote
Kushner NE278e,6.,4.31,"The structure of this entity is as follows: 4.31.1  STONE PORTFOLIO JV LLC (Residential Real Estate in New York, NY) 4.31.1.1  STONE PORTFOLIO LLC (Residential Real Estate in New York, NY) 4.31.1.1.1  KC3 - 101 MACDOUGAL STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.2  KC3 - 104 EAST 7TH STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.3  KC3 - 233 EAST 82ND STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.4  KC3 - 234-238 EAST 33RD STREET LLC(Residential Real Estate in New York, NY) 4.31.1.1.5  KC3 - 310 EAST 83RD STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.6  KC3 - 319-321 EAST 78TH STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.7  KC3 - 325 EAST 83RD STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.8  KC3 - 410 EAST 64TH STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.9  KC3 - 438-440 EAST 13TH STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.10  KC3 - 504 EAST 88TH STREET LLC (Residential Real Estate in New York, NY) 4.31.1.1.11  KC3 - 354-356 STATE STREET LLC (Residential Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.32,"The structure of this entity is as follows: 4.32.1  PIER VILLAGE III JV LLC (Undeveloped Real Estate in Long Branch, NJ) 4.32.1.1  PIER VILLAGE III URBAN RENEWAL COMPANY, LLC (Undeveloped Real Estate in Long Branch, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.33,"The structure of this entity is as follows: 4.33.1 340 Flatbush Lender LLC (Loan Receivable from 9 Dekalb Owner LLC, Brooklyn, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.36,This asset has been divested.
Kushner NE278e,6.,4.37,"This asset has been divested.  The structure of this entity is as follows: 4.37.1  666 ASSOCIATES, LP (Commercial Real Estate in New York, NY) 4.37.1.1  FIFTH K TWO, L.L.C. (Commercial Real Estate in New York, NY) 4.37.1.1.1  666 FIFTH EQUITY LLC (Commercial Real Estate in New York, NY) 4.37.1.1.1.1  666 FIFTH ASSOCIATES LLC (Commercial Real Estate in New York, NY) 4.37.1.2  666 KUSHNER LENDER LLC (Commercial Real Estate in New York, NY) 4.37.1.2.1  666 FIFTH ASSOCIATES LLC (Commercial Real Estate in New York, NY) 4.37.1.3  666 FIFTH CLEANING LLC (Commercial Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.38,This asset has been divested.  See item 1.8 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,4.39,"This asset has been divested.  This entity has an interest in Bruckner Plaza Center, LLC.  See item 1.8 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.40,"This asset has been divested.  This entity has an interest in Bruckner Plaza Center, LLC.  See item 1.8 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,4.42,"After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE.  The structure of this entity is as follows:  4.42.1  Second Avenue Realty LLC (residential real estate in New York, NY)"
Kushner NE278e,6.,8,"The structure of this entity is as follows: 8.1  55 CHALLENGER LLC (Commercial Real Estate in Ridgefield Park, NJ)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,10,See item 4.2 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,11,See item 4.5 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,13,"The structure of this entity is as follows: 13.1  KUSHNER MARYLAND PARTNERS, LLC (Residential Real Estate in Baltimore and Prince George's County, MD) 13.1.1  KUSHNER MARYLAND INVESTMENT FUND LLC (Residential Real Estate in Baltimore and Prince George's County, MD) 13.1.1.1  MARYLAND APARTMENT HOLDINGS 10-PACK INVESTOR, LLC (Residential Real Estate in Baltimore and Prince George's County, MD) 13.1.1.1.1  MARYLAND APARTMENT HOLDINGS 10-PACK JV, LLC (Residential Real Estate in Baltimore and Prince George's County, MD) 13.1.1.1.1.1  MARYLAND APARTMENT HOLDINGS PE 10-PACK JV, LLC (Residential Real Estate in Baltimore and Prince George's County, MD) 13.1.1.1.1.1.1  RP COVE VILLAGE, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.1.1  RP COVE APARTMENTS, LLC(Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2  SRH/LA BALTIMORE PROPERTIES LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1  SRH/LA BALTIMORE MEZZANINE, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.1  WHITEMARSH I, II, IV MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.1.1  COMMONS AT WHITEMARSH I, II, V, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.1.1.1  SRH/LA WHITEMARSH I, II, V APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.2  COMMONS AT WHITEMARSH I, II, V, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.2.1  SRH/LA WHITEMARSH I, II, V APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.3  WHITEMARSH III MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.3.1  COMMONS AT WHITEMARSH III, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.3.1.1  SRH/LA WHITEMARSH III APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.4  COMMONS AT WHITEMARSH III, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.4.1  SRH/LA WHITEMARSH III APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.5  WHITEMARSH IVA MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.5.1  COMMONS AT WHITEMARSH IVA, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.5.1.1  SRH/LA WHITEMARSH IVA APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.6  COMMONS AT WHITEMARSH IVA, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.6.1  SRH/LA WHITEMARSH IVA APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.7  WHITEMARSH IVB MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.7.1  COMMONS AT WHITEMARSH IVB, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.7.1.1  SRH/LA WHITEMARSH IVB APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.8  COMMONS AT WHITEMARSH IVB, LLC (Residential Real Estate in Baltimore County,"
Kushner NE278e,,,"MD) 13.1.1.1.1.1.2.1.8.1  SRH/LA WHITEMARSH IVB APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.9  HARBOR POINT I, II, IV MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.9.1  HARBOR POINT ESTATES I, II, IV, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.9.1.1  SRH/LA HARBOR POINT I, II, IV APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.10  HARBOR POINT ESTATES I, II, IV, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.2.1.10.1  SRH/LA HARBOR POINT I, II, IV APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3  SRH/LA CHESAPEAKE APARTMENTS LLC (Residential Real Estate in Baltimore Baltimore and Prince George's County, MD) 13.1.1.1.1.1.3.1  SRH/LA CHESAPEAKE MEZZANINE, LLC (Residential Real Estate in Baltimore and Prince George's County, MD) 13.1.1.1.1.1.3.1.1  DUTCH VILLAGE MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.1.1  DUTCH VILLAGE, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.1.1.1  SRH/LA DUTCH VILLAGE APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.2  DUTCH VILLAGE, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.2.1  SRH/LA DUTCH VILLAGE APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.3  FONTANA MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.3.1  FONTANA, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.3.1.1  SRH/LA FONTANA APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.4  FONTANA, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.4.1  SRH/LA FONTANA APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.5  HAMILTON MANOR MANAGER, INC. (Residential Real Estate in Prince George's County, MD) 13.1.1.1.1.1.3.1.5.1  HAMILTON MANOR APARTMENTS, LLC (Residential Real Estate in Prince George's County, MD) 13.1.1.1.1.1.3.1.5.1.1  SRH/LA HAMILTON MANOR APARTMENTS, LLC (Residential Real Estate in Prince George's County, MD) 13.1.1.1.1.1.3.1.6  HAMILTON MANOR APARTMENTS, LLC (Residential Real Estate in Prince George's County, MD) 13.1.1.1.1.1.3.1.6.1  SRH/LA HAMILTON MANOR APARTMENTS, LLC (Residential Real Estate in Prince George's County, MD) 13.1.1.1.1.1.3.1.7  HIGHLAND #179 MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.7.1  HIGHLAND #179, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.7.1.1  SRH/LA HIGHLAND #179 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.8  HIGHLAND #179, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.8.1  SRH/LA HIGHLAND #179 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.9  HIGHLAND #241 GP, INC. (Residential Real Estate in Baltimore County, MD)"
Kushner NE278e,,,"13.1.1.1.1.1.3.1.9.1  HIGHLAND #241, LLLP (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.9.1.1  SRH/LA HIGHLAND #241 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.10  HIGHLAND #241, LLLP (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.10.1  SRH/LA HIGHLAND #241 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.11  HIGHLAND #689 MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.11.1  HIGHLAND #689, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.11.1.1  SRH/LA HIGHLAND #689 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.12  HIGHLAND #689, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.12.1  SRH/LA HIGHLAND #689 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.13  PLEASANTVIEW MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.13.1  PLEASANTVIEW, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.13.1.1  PLEASANTVIEW APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.14  PLEASANTVIEW, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.14.1  PLEASANTVIEW APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.15  RIVERVIEW MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.15.1  RIVERVIEW APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.15.1.1  SRH/LA RIVERVIEW APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.16  RIVERVIEW APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.16.1  SRH/LA RIVERVIEW APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.17  WHISPERING WOODS #250 MANAGER, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.17.1  WHISPERING WOODS #250, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.17.1.1  SRH/LA WHISPERING WOODS #250 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.18  WHISPERING WOODS #250, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.18.1  SRH/LA WHISPERING WOODS #250 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.19  WHISPERING WOODS #299 GP, INC. (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.19.1  WHISPERING WOODS #299 LIMITED PARTNERSHIP (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.19.1.1  WHISPERING WOODS #299 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.20  WHISPERING WOODS #299 LIMITED PARTNERSHIP (Residential Real Estate in Baltimore County, MD) 13.1.1.1.1.1.3.1.20.1  WHISPERING WOODS #299 APARTMENTS, LLC (Residential Real Estate in Baltimore County, MD)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,14,"The structure of this entity is as follows: 14.1 MIDWEST PARTNERS 1 LLC (Residential Real Estate in Toledo, Middletown, Akron & Bedford Heights, OH, Pittsburgh, PA, and Speedway, IN) 14.1.1 HEARTLAND MULTIFAMILY JV LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA) 14.1.1.1  TOLEDO PROPERTIES OWNER LLC (Residential Real Estate in Toledo, OH) 14.1.1.2  HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA) 14.1.1.2.1  MIRACLE MANOR PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.1.1.2.2  HUNTERS RIDGE PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.1.1.2.3  SUNNYDALE ESTATES PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.1.1.2.4  GEORGETOWN VILLAGE I OWNER LLC (Residential Real Estate in Toledo, OH) 14.1.1.2.5  GEORGETOWN VILLAGE II OWNER LLC (Residential Real Estate in Toledo, OH) 14.1.1.2.6  GEORGETOWN VILLAGE III OWNER LLC (Residential Real Estate in Toledo, OH) 14.1.1.2.7  GEORGETOWN VILLAGE IV OWNER LLC (Residential Real Estate in Toledo, OH) 14.1.1.2.8  CEDARWOOD VILLAGE APARTMENTS I & II OWNER LLC (Residential Real Estate in Akron, OH) 14.1.1.2.9  CEDARWOOD VILLAGE APARTMENTS III OWNER LLC (Residential Real Estate in Akron, OH) 14.1.1.2.10  CEDARWOOD RIVERBEND OWNER LLC (Residential Real Estate in Akron, OH) 14.1.1.2.11  BAVARIAN WOODS OWNER LLC (Residential Real Estate in Middletown, OH) 14.1.1.2.12  COLUMBUS PARK PROPERTY OWNER LLC (Residential Real Estate in Bedford, OH) 14.1.1.2.13  LELAND POINT PARTNERS GP LLC (Residential Real Estate in Pittsburgh, PA) 14.1.1.2.14  LELAND POINT PARTNERS LP LLC (Residential Real Estate in Pittsburgh, PA) 14.1.1.2.14.1  LELAND POINT LIMITED PARTNER LP (Residential Real Estate in Pittsburgh, PA) 14.1.1.2.14.1.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.1.1.2.15  LELAND POINT GP LLC (Residential Real Estate in Pittsburgh, PA) 14.1.1.2.15.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.1.1.3 COPPERTREE PROPERTIES OWNER LLC (Residential Real Estate in Speedway, IN) 14.2 HEARTLAND MULTIFAMILY JV LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA) 14.2.1  TOLEDO PROPERTIES OWNER LLC (Residential Real Estate in Toledo, OH) 14.2.2  HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA) 14.2.2.1  MIRACLE MANOR PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.2.2.2  HUNTERS RIDGE PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.2.2.3  SUNNYDALE ESTATES PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.2.2.4  GEORGETOWN VILLAGE I OWNER LLC (Residential Real Estate in Toledo, OH) 14.2.2.5  GEORGETOWN VILLAGE II OWNER LLC (Residential Real Estate in Toledo, OH) 14.2.2.6  GEORGETOWN VILLAGE III OWNER LLC (Residential Real Estate in Toledo, OH) 14.2.2.7  GEORGETOWN VILLAGE IV OWNER LLC (Residential Real Estate in Toledo, OH) 14.2.2.8  CEDARWOOD VILLAGE APARTMENTS I & II OWNER LLC (Residential Real Estate in Akron, OH) 14.2.2.9  CEDARWOOD VILLAGE APARTMENTS III OWNER LLC (Residential Real Estate in Akron, OH) 14.2.2.10  CEDARWOOD RIVERBEND OWNER LLC (Residential Real Estate in Akron, OH) 14.2.2.11  BAVARIAN WOODS OWNER LLC (Residential Real Estate in Middletown, OH) 14.2.2.12  COLUMBUS PARK PROPERTY OWNER LLC (Residential Real Estate in Bedford, OH) 14.2.2.13  LELAND POINT PARTNERS GP LLC (Residential Real Estate in Pittsburgh, PA) 14.2.2.14  LELAND POINT PARTNERS LP LLC (Residential Real Estate in Pittsburgh, PA) 14.2.2.14.1  LELAND POINT LIMITED PARTNER LP (Residential Real Estate in Pittsburgh, PA) 14.2.2.14.1.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.2.2.15  LELAND POINT GP LLC (Residential Real Estate in Pittsburgh, PA)"
Kushner NE278e,,,"14.2.2.15.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.2.3  COPPERTREE PROPERTIES OWNER LLC (Residential Real Estate in Speedway, IN) 14.3  HEARTLAND MULTIFAMILY JV LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA) 14.3.1  TOLEDO PROPERTIES OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2  HEARTLAND MEZZANINE ASSOCIATES, LLC (Residential Real Estate in Toledo, OH, Bedford, OH, Akron, OH, Middletown, OH & Pittsburgh, PA) 14.3.2.1  MIRACLE MANOR PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.2  HUNTERS RIDGE PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.3  SUNNYDALE ESTATES PROPERTY OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.4  GEORGETOWN VILLAGE I OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.5  GEORGETOWN VILLAGE II OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.6  GEORGETOWN VILLAGE III OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.7  GEORGETOWN VILLAGE IV OWNER LLC (Residential Real Estate in Toledo, OH) 14.3.2.8  CEDARWOOD VILLAGE APARTMENTS I & II OWNER LLC (Residential Real Estate in Akron, OH) 14.3.2.9  CEDARWOOD VILLAGE APARTMENTS III OWNER LLC (Residential Real Estate in Akron, OH) 14.3.2.10  CEDARWOOD RIVERBEND OWNER LLC (Residential Real Estate in Akron, OH) 14.3.2.11  BAVARIAN WOODS OWNER LLC (Residential Real Estate in Middletown, OH) 14.3.2.12  COLUMBUS PARK PROPERTY OWNER LLC (Residential Real Estate in Bedford, OH) 14.3.2.13  LELAND POINT PARTNERS GP LLC (Residential Real Estate in Pittsburgh, PA) 14.3.2.13.1  LELAND POINT PARTNERS LP LLC (Residential Real Estate in Pittsburgh, PA) 14.3.2.13.1.1  LELAND POINT LIMITED PARTNER LP (Residential Real Estate in Pittsburgh, PA) 14.3.2.13.1.1.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.3.2.14  LELAND POINT GP LLC (Residential Real Estate in Pittsburgh, PA) 14.3.2.14.1  LELAND POINT OWNER LP (Residential Real Estate in Pittsburgh, PA) 14.3.3 COPPERTREE PROPERTIES OWNER LLC (Residential Real Estate in Speedway, IN)  As of July 20, 2017, the interest in TOLEDO PROPERTIES OWNER LLC has been divested.  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,15,"The structure of this entity is as follows: 15.1  PUCK BUILDING, LP (Commercial Real Estate in New York, NY) 15.1.1  NEW PUCK INVESTORS, LLC (Commercial Real Estate in New York, NY) 15.1.1.1  NEW PUCK, LLC (Commercial Real Estate in New York, NY)  Additional information about the structure of this asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,16,See item 4.24 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,18,This asset has a loan receivable from KCOF - 215 Moore LLC.
Kushner NE278e,6.,19,The conflicting assets of this interest have been divested.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,19.3,"After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE.  Although Filer had discussed Quadro Partners (Cadre) with OGE prior to submitting the 278e, the version of the form made public on March 31, 2017 inadvertently listed only the parent company (BFPS Ventures LLC) holding Filer’s interest in Cadre, not Cadre itself. Filer identified the omission during the ordinary review process with OGE and revised the report to disclose this asset. Filer has been and will continue to be recused from particular matters in the broker-dealer, real estate, and online financial services sectors to the extent they would have a direct and predictable effect on Cadre."
Kushner NE278e,6.,19.4,"This asset has been divested.  After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,19.5,"After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE.  The structure of this entity is as follows: 159.1  2 Rector Street (NY) JV, LLC (Commercial Real Estate in New York, NY) 159.1.1  2 Rector Street (NY), LLC (Commercial Real Estate in New York, NY)"
Kushner NE278e,6.,19.6,"This asset has been divested.  After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,19.7,"This asset has been divested.  After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,19.8,"As of July 20, 2017, this asset has been divested.  After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,19.9,"After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE."
Kushner NE278e,6.,19.10,"After having been inadvertently omitted, this underlying asset was added during the ordinary review process with OGE.  This entity holds contingent rights to ownership interests in the following entities if specified revenue targets are met: KC Dumbo Office LLC (Commercial Real Estate in Brooklyn, NY) 80 ML LLC (Commercial Real Estate in New York, NY) 25-30 Columbia Heights (Brooklyn) Venture LLC (Real Estate Under Construction in Brooklyn, NY) Warren At Bay Associates LLC (Commercial Real Estate in Jersey City, NJ) K/S Westwood Partner LP (Residential Real Estate in Westwood and River Vale, NJ) Middle River JV LLC (Residential Real Estate in Middle River, MD) Chatham Hill Holdings LLC (Residential Real Estate in Chatham, NJ) Puck Residential Associates, LLC (Residential Condominiums in New York, NY) K GAIA Village 2 Associates LLC (Residential Real Estate in New York, NY) EV JV GP, LLC (Residential Real Estate in New York, NY) Northern Liberties JV, LLC (Residential Real Estate in Philadelphia, PA) 50 North One, LLC (Residential Real Estate in Brooklyn, NY) Village KF 2 Associates, LLC (Residential Real Estate in New York, NY) BLS Portfolio, LLC (Residential Real Estate in Brooklyn, NY) Stone Portfolio, LLC (Residential Real Estate in New York, NY) K Morgan Street, LLC (Residential Real Estate in Jersey City, NJ) K 26 Journal Square, LLC (Commercial Real Estate in Jersey City, NJ) Kushner Journal Square LLC (Commercial Real Estate in Jersey City, NJ) 1 Journal Square Partners Urban Renewal Company LLC (Undeveloped Real Estate in Jersey City, NJ) 175-225 Third JV, LLC (Undeveloped Real Estate in Brooklyn, NY) 184 Kent Owner, LLC (Residential Real Estate in Brooklyn, NY) Pier Village III Urban Renewal Company, LLC (Undeveloped Real Estate in Long Branch, NJ) KC 215 Moore, LLC (Loan Receivable from Heritage Equities; Brooklyn, NY) 55 Challenger Road Associates LLC (Commercial Real Estate in Ridgefield Park, NJ) Kushner Skyline Promote LLC (Contingent Right to Ownership Interest in Skyline Kushner, LLC (Residential Real Estate in Hasbrouck Heights & Lodi, NJ)) K GAIA Village 1 Associates LLC (Residential Real Estate in New York, NY) K Maryland Associates LLC (Residential Real Estate in Baltimore and Prince George's County)  As of July 20, 2017 the interest in 1 Journal Square Partners Urban Renewal Company LLC had been divested."
Kushner NE278e,6.,20,This asset is in the divestment process.
Kushner NE278e,6.,21,"As of July 20, 2017, this asset has been divested."
Kushner NE278e,6.,22,Underlying assets are not disclosed due to preexisting confidentiality agreement.  This asset has been divested.
Kushner NE278e,6.,23,Underlying assets are not disclosed due to preexisting confidentiality agreement. This asset has been divested.
Kushner NE278e,6.,24,Underlying assets are not disclosed due to preexisting confidentiality agreement. This asset has been divested.
Kushner NE278e,6.,25,Underlying assets are not disclosed due to preexisting confidentiality agreement. This asset has been divested.
Kushner NE278e,6.,26,Underlying assets are not disclosed due to preexisting confidentiality agreement. This asset has been divested.
Kushner NE278e,6.,34,"As of July 20, 2017, this asset has been divested."
Kushner NE278e,6.,35,"As of July 20, 2017, this asset has been divested."
Kushner NE278e,6.,54,"This asset is in the divestment process.  Filer and his family lack control over, and knowledge of, the underlying assets held by the portfolio funds that the fund has invested in."
Kushner NE278e,6.,55,"This promissory note arose from a divestment.  Promissory note will be repaid by the first quarter of 2018.  Value of payment fixed as of divestment.  Filer and his family lack control over, and knowledge of, the underlying assets held by the portfolio funds that the fund has invested in."
Kushner NE278e,6.,56,This asset has been divested.
Kushner NE278e,6.,60,This asset has been divested.
Kushner NE278e,6.,65,This asset has been divested.
Kushner NE278e,6.,69,This asset has been divested.
Kushner NE278e,6.,79,See item 13 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,80,See item 14 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
Kushner NE278e,6.,81,See item 4.33 for entity structure.  Additional information about the structure of this asset was added during the ordinary review process with OGE.
